reviewId;userName;userImage;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;content_clean;predicted_category;sentiment
bfe1ff22-19ec-4958-8f0b-85cd4f725346;Joshua Keller;https://play-lh.googleusercontent.com/a/AEdFTp6u10JRiCgSYurxXpzGULpqor_cNaBpHojnlsVa=mo;keeps telling me to try again later for shows until I reboot my Google TV;1;0;9.0.5 build 11217;2022-12-16 00:47:36;;;keep telling try later show reboot google tv;INTERFACE;NEUTRAL
be540b76-eb28-4d26-8450-03cd33e6d0b2;Saleh Alshamrani;https://play-lh.googleusercontent.com/a-/AD5-WCn4K2tfAaH07z7dFmQA7DsO8hA9CISTglG8mtCxmA;be careful your brain well wach and you will be lost your family;1;0;8.1.2 build 3844;2022-12-05 06:35:39;;;careful brain well wach lost family;USER_EXPERIENCE;NEUTRAL
107fbfc2-0a12-4309-a2b1-acf27accc574;Jamie MacDonald;https://play-lh.googleusercontent.com/a-/AD5-WCm2sEIpwFREYo9AFKN67f1KeKXchpPcwQ0cre6ebQ;Keep taking off all the good movies leaving the ship ones on;2;0;8.3.4 build 4625;2022-12-03 21:42:01;;;keep taking good movie leaving ship one;USER_EXPERIENCE;POSITIVE
8852dcb8-9be7-434a-8acb-6ad8e82b7083;Luc Id;https://play-lh.googleusercontent.com/a-/AD5-WClqpvF-2YdFe89DMKOZK6Tz6U--sDLwuhvpVJ93XQ;Shield remote has super sensitive Netflix button that exits what your watching and opens this app which can't be disabled.;1;2;9.0.3 build 11180;2022-11-30 20:56:33;;;shield remote super sensitive netflix button exit watching open app cant disabled;INTERFACE;NEUTRAL
c9b6653e-4162-4495-8558-e494ca83775a;Daniel Flores;https://play-lh.googleusercontent.com/a-/AD5-WCmDjagXwGf55xXc8gbqB0_fxz5nv8rR_Y_CMK1x5Q;Noticeable 4k compression. Not worth the asking price for high end 4K users.;4;1;9.0.4 build 11183;2022-11-27 03:52:50;;;noticeable 4k compression worth asking price high end 4k user;INTERFACE;NEUTRAL
c601cad1-8661-4e76-84c8-b901c8bd4920;Jitendra Mitra;https://play-lh.googleusercontent.com/a-/AD5-WClJo7__WOvAn7JPKvccobCD0eCRwFVCPT_1Wsr-Og;it keeps on reporting internet problem where at the other apps are running smoothly at same time;2;0;9.0.3 build 11180;2022-11-26 23:44:52;;;keep reporting internet problem apps running smoothly time;INTERFACE;NEUTRAL
3a1336e2-fd18-442b-b826-efb00b4394a0;Gideon Luis;https://play-lh.googleusercontent.com/a-/AD5-WClzimEqHuJ2Ul0KJpv8Qph6yFVAOaZc4MFi7Jgw3w;bulok;3;0;8.3.4 build 4625;2022-11-22 14:48:40;;;bulok;USER_EXPERIENCE;NEUTRAL
a7a51db7-6d9a-46b6-8b53-9a96a8eddc69;Leif Gee;https://play-lh.googleusercontent.com/a-/AD5-WCn4FwUfJYoFaBDd01b2OudFXATbZVqnUL3H_mBeSg;"Hates: 4k only on most expensive plan, poor bitrate for 4k/UHD movies, no matching framerate on chromecast with google tv, auto playing video. Dislikes: ""Continue watching"" hard to find, poor integration with google/android TV. Likes: It usually opens and plays something.";2;19;9.0.4 build 11183;2022-11-22 00:14:44;;;hate 4k expensive plan poor bitrate 4kuhd movie matching framerate chromecast google tv auto playing video dislike continue watching hard find poor integration googleandroid tv like usually open play something;INTERFACE;NEGATIVE
d0466297-867e-4fc0-a44c-d50d9695dea8;Alexandr Evstigneev;https://play-lh.googleusercontent.com/a-/AD5-WCmI7-6Ii3-Dz-9A5RKglfLJoaH5wq01DcVaHVUnUg;"Started using this on my MiBox S. Plugging in a transmitter for my HyperX headphones stops playback and according to support requires powering off device or even re-installing the app because ""device is different"" and ""this is the process"" . This is terrible UX. No such problems with other streaming providers.";1;0;8.3.4 build 4625;2022-11-09 12:36:53;;;started using mibox plugging transmitter hyperx headphone stop playback according support requires powering device even reinstalling app device different process terrible ux problem streaming provider;INTERFACE;NEUTRAL
40eb7d15-16e1-484b-93cf-971ccd487171;Elliott Klein;https://play-lh.googleusercontent.com/a-/AD5-WCl88ZG9kdGsD0Nxttx7YaPuSUwa00taA4QaEu1-qWA;Bad app design. You can't use the back button to exit the app, unlike like every other Android TV app. Have to go into the app, navigate down to the bottom and across to select exit. I get you want your users to stay in the Netflix app, but Netflix isn't the only streaming app and I sometimes want to use a different app depending on what I want to watch. I use my TV remote through CEC so I don't have a home button. It makes me want to unsubscribe from Netflix altogether.;1;4;8.3.4 build 4625;2022-10-18 08:15:37;;;bad app design cant use back button exit app unlike like every android tv app go app navigate bottom across select exit get want user stay netflix app netflix isnt streaming app sometimes want use different app depending want watch use tv remote cec dont home button make want unsubscribe netflix altogether;INTERFACE;NEGATIVE
9480bb64-b75d-43cd-a2a9-f3de79dfb119;Janay Nunez;https://play-lh.googleusercontent.com/a-/AD5-WCk3MlXcLcs9yrHcFrk1QNdjnVXISO582bz2-4ij3A;Good app, but I wish the recommendations were better. Sometimes I don't find out about content until a friend or the internet tells me.;4;6;9.0.3 build 11180;2022-10-18 01:38:04;;;good app wish recommendation better sometimes dont find content friend internet tell;INTERFACE;POSITIVE
9c8d0e5b-a47b-491d-a8ad-5e8151fd348b;James Reid;https://play-lh.googleusercontent.com/a/AEdFTp6Vmgc6_DBTAJWsNmkeK5RZOV_W6bwlqb-qXXSp=mo;I hate with a passion the way how Netflix have made it sooooooo difficult to exit the app on my Nvidia shield. Why do I need to select a profile in order to exit the app? Why has the exit icon been put in the bottom right hand corner of the screen with multiple clicks required to get to it? This is far from customer friendly and is not best practice... if anything it's stinks of desperation hoping that if customers can't figure out how to exit the app that they will stay and watch content.;1;25;9.0.3 build 11180;2022-10-10 19:35:08;;;hate passion way netflix made sooooooo difficult exit app nvidia shield need select profile order exit app exit icon put bottom right hand corner screen multiple click required get far customer friendly best practice anything stink desperation hoping customer cant figure exit app stay watch content;INTERFACE;NEGATIVE
bf9a24ae-a51a-41b9-82eb-58a6fadfe1c0;Byron Khoo;https://play-lh.googleusercontent.com/a-/AD5-WCnehz5CLi4ZQUpsk7YLkh3xvLmcxELOhI3e1bYWaQ;5.1 audio cannot be played on Chromecast for Google TV with Dolby Digital output! My AV receiver only has Dolby Digital. The Netflix app won't even display 5.1 audio as available (even though I checked and confirmed that 5.1 audio should actually be available. Why doesn't Netflix allow downmixing the 5.1 audio from Dolby Digital Plus to Dolby Digital. Not all of us want to replace our AV receivers when it can play surround sound.;1;18;9.0.3 build 11180;2022-10-07 15:52:50;;;51 audio cannot played chromecast google tv dolby digital output av receiver dolby digital netflix app wont even display 51 audio available even though checked confirmed 51 audio actually available doesnt netflix allow downmixing 51 audio dolby digital plus dolby digital u want replace av receiver play surround sound;INTERFACE;NEGATIVE
45016814-4bed-4a35-9040-aac5f6e19772;Christopher Khunou;https://play-lh.googleusercontent.com/a/AEdFTp5CO0Ks25xL0EjtZzv0oVVK4JA-3xgPfRF_cN8U=mo;Just fair enough to live with;5;1;8.3.4 build 4625;2022-09-12 15:48:30;;;fair enough live;USER_EXPERIENCE;NEUTRAL
0ba06548-4441-4359-ae2d-ee1213fd2a15;Atizaz Rauf;https://play-lh.googleusercontent.com/a/AEdFTp4bWoCA2I5jqjeMvD1SWBKwPLvEbWMRVVNOtTH3=mo;Not support in old mobile. Why ???????;1;1;8.3.4 build 4625;2022-07-22 22:56:03;;;support old mobile;INTERFACE;NEUTRAL
65f5a295-2a5e-48e6-b7b4-fc6ca45cbf8d;Andreas Abrahamsson;https://play-lh.googleusercontent.com/a-/AD5-WCk3b8wzzVNkZcZxVvR_3YGXFiSPbgcPceFZRcrYrw;Can't exit the application by simply pressing the Back button. You need to dive into an endless navigation through the menu to find and press the exit button. Just terrible! It makes me want to leave Netflix and spend my money elsewhere.;1;13;8.3.4 build 4625;2022-06-24 04:44:58;;;cant exit application simply pressing back button need dive endless navigation menu find press exit button terrible make want leave netflix spend money elsewhere;INTERFACE;NEGATIVE
f3a37d41-c44e-42a2-a3be-dca470dac45f;Dan Winkler;https://play-lh.googleusercontent.com/a-/AD5-WCluyQkKohZ08NyYKBTqtxboS9W9G6tvWDdh-QgSX0g;The app gets one star because it hides the option to exit the app behind an unholy amount of button presses rather than allowing the user to employ the back button as well as having no option to disable auto play of shows or trailers.;1;9;8.3.4 build 4625;2022-05-21 13:19:24;;;app get one star hide option exit app behind unholy amount button press rather allowing user employ back button well option disable auto play show trailer;INTERFACE;NEUTRAL
c7c4cbb7-e484-4745-98dc-9af48871f3ef;Jan Pieter Wagenaar;https://play-lh.googleusercontent.com/a/AEdFTp5sPDZmpQ2VzZcHQvamA3Malz-AIJbzExytyRYT=mo;the App does what is requested it had one major flauw. as the exit button is hidden nor normally one would use the back or TV button on the remote it reserves/ occupies the TV memory. and eventualy hinging the TV, it will slow down the operation of the TV in general. the only way out is unplugging the TV and do a hard reset. meaning the whole setup needs to be redone. in the normal OS world this is known issue. this is simple programming issue. easily sovable by calling the right api. it disqualifies. this is a issue with my Sony android TV. i expect it will occur with different brands in a similar manner.;1;56;8.3.4 build 4625;2022-04-25 23:53:22;;;app requested one major flauw exit button hidden normally one would use back tv button remote reserve occupies tv memory eventualy hinging tv slow operation tv general way unplugging tv hard reset meaning whole setup need redone normal o world known issue simple programming issue easily sovable calling right api disqualifies issue sony android tv expect occur different brand similar manner;INTERFACE;NEUTRAL
8d48312b-aefd-4785-901c-2edc90cd35cc;Michelle Reichert;https://play-lh.googleusercontent.com/a/AEdFTp5Szqwb1x7BEP227Kh1uG4HC6qgnuFikOz7FKZ2=mo;Love movies. Love Netflix michelle;5;1;8.3.4 build 4625;2022-04-13 18:29:05;;;love movie love netflix michelle;USER_EXPERIENCE;POSITIVE
0fc80de0-3b99-42ea-a11d-8afce42b98d5;Ben Valembois;https://play-lh.googleusercontent.com/a-/AD5-WCmvpmbesgmmY5lt16s6CJWmUnmiPEjfBvi9XFRXDZA;App itself is good, one thing missing is the ability to mute or not auto play trailers… It’s annoying and doesn’t make me want to browse through the app. I Wish Netflix supported androidTV features like Play Next so you could play your next episodes of in progress shows from the homepage, like other apps do. It is sad to see a leading streaming service not play ball and leaving their customers with a lesser experience.;2;35;8.3.2 build 4580;2022-03-05 01:12:34;;;app good one thing missing ability mute auto play trailer annoying doesnt make want browse app wish netflix supported androidtv feature like play next could play next episode progress show homepage like apps sad see leading streaming service play ball leaving customer lesser experience;INTERFACE;NEGATIVE
d94df9a6-0374-488b-8028-f9b9d535c4af;Nicolay Doytchev;https://play-lh.googleusercontent.com/a-/AD5-WCnG-BHb8Hf6Y_Qw8--D1k3h4V58okCiPEaJxcXupg;Does not support USB audio DACs. I'm using a Topping D10s to feed high quality audio from my Chromecast to my sound system and Netflix refuses to play a lot of titles when the DAC is plugged in. In fact any USB DAC I tried causes this behaviour. There's no such problem with the mobile app on my Pixel 6.;1;15;8.3.2 build 4580;2022-03-02 10:21:30;;;support usb audio dacs im using topping d10s feed high quality audio chromecast sound system netflix refuse play lot title dac plugged fact usb dac tried cause behaviour there problem mobile app pixel 6;INTERFACE;NEGATIVE
2586d056-c093-4d84-ac45-4422c6aa8f04;Krairerk Pokmanee;https://play-lh.googleusercontent.com/a-/AD5-WCmOGAtFK8bxeQw83xXa24WqC9eUKj77NgyUY43B;cannot connect. 1044!!!;1;0;8.1.1 build 3813;2021-12-25 09:02:57;;;cannot connect 1044;INTERFACE;NEGATIVE
eb6c677c-252a-4024-bc08-af70d16459b4;Jabin Lea;https://play-lh.googleusercontent.com/a-/AD5-WCkX-2i2JllKird0ww4nPqK1agOBcaslYMKqHR46mA;Missing so many of the tv shows and movies that are actually worth watching. Not sure its worth the money;3;19;8.2.4 build 4032;2021-10-09 03:46:07;;;missing many tv show movie actually worth watching sure worth money;CONTENT;POSITIVE
aa76533b-6038-45fc-bf58-7cf009ee3472;JAIPAL SHERGILL;https://play-lh.googleusercontent.com/a-/AD5-WCn4xJskku9zLDyr2IMgmouuJa9p58adK4FaJOaGmw;NETFLIX was great when I first got my membership. However I am appalled to see same titles for years on. We would like to see new additions more frequently;4;28;;2021-09-13 20:30:20;;;netflix great first got membership however appalled see title year would like see new addition frequently;INTERFACE;POSITIVE
97183cf5-ec71-4257-8b6b-40308eeba0fa;Ewan Zolkarnain;https://play-lh.googleusercontent.com/a-/AD5-WCnjlzd3KGgYaeDCOm_OlNTwe5mZSLwlyU6cg56HBw;Worst because Malaysian subscriber cannot watch it via Malaysia Unifi-TV Box(Malaysia biggest telco ethernet).. error device not support CODE -14 and -13;1;65;8.2.3 build 4012;2021-07-25 16:51:06;;;worst malaysian subscriber cannot watch via malaysia unifitv boxmalaysia biggest telco ethernet error device support code 14 13;INTERFACE;NEGATIVE
5403bc07-a213-4377-aa90-f806e6451dfc;Odey Jamico;https://play-lh.googleusercontent.com/a/AEdFTp5bfIYr3VD0WD2sVSoBj_JHOYpSjUWJ8A6qHbE=mo;This is definitely the best and most reliable streaming app. Never do I have to resubscribe for no reason (thanks Disney and Binge) or re-boot my device after a movie crashes. And buffering.. never. Well done guys.;5;86;8.2.3 build 4012;2021-07-03 12:37:10;;;definitely best reliable streaming app never resubscribe reason thanks disney binge reboot device movie crash buffering never well done guy;INTERFACE;POSITIVE
f678e0e8-7925-4165-ba51-78fbb2d4742c;Mark Chung;https://play-lh.googleusercontent.com/a-/AD5-WCk45CC8FA6UfGbK0Fx5ah1RPGEdhi9R1PIqTPGJg8o;i wanna speed up the videos on my tv( chromecast with google tv ), as it plays via my phone, BUT it can't.;2;15;8.2.0 build 3915;2021-06-30 10:47:03;;;wanna speed video tv chromecast google tv play via phone cant;INTERFACE;NEUTRAL
6a5326d5-6717-4ad1-b6f3-53524fc75fb0;Emmie Mccoy;https://play-lh.googleusercontent.com/a-/AD5-WCnnRwJNNVA4RcHSalePWU72OVGVDgpTuwTA-My2fA;This app was on the Onn streaming box I have, since you have to pay to watch a month with a credit card, didn't think it was worth it. No Free to watch on this app so if that is the case then why bother to give money for the extras. I removed it as soon as I could, if a company refuses to give a little free to watch then I won't give money. I removed the app.;1;12;8.2.0 build 3915;2021-06-19 07:15:29;;;app onn streaming box since pay watch month credit card didnt think worth free watch app case bother give money extra removed soon could company refuse give little free watch wont give money removed app;SUBSCRIPTION;NEGATIVE
6fcd0532-53d7-4cfb-bbe0-58cde12e4a53;Kirk Keller;https://play-lh.googleusercontent.com/a-/AD5-WCl6DgvEBlB2_EAgre-ygLMw4acR9Ere_GfhH0Ex;horrible original content, only wanted the classic TV shows and movies, unfortunately there were only a handful available.;1;5;7.3.3 build 3580;2021-06-06 20:42:41;;;horrible original content wanted classic tv show movie unfortunately handful available;CONTENT;NEGATIVE
62d51845-8102-4694-9168-680a9ed8ff3f;Redbluexe0 E;https://play-lh.googleusercontent.com/a-/AD5-WCmdpyN181PKnIXo5dwolqWKpdKvsZ7QtALCZ80LPA;the app gave error that the version of this app is not compatible with my unifi android tv even tho its android tv os 9. can you fix this? tq;3;31;8.2.0 build 3915;2021-05-30 15:22:33;;;app gave error version app compatible unifi android tv even tho android tv o 9 fix tq;INTERFACE;NEUTRAL
78c8096d-21f2-4ade-83c5-865b0ae6c830;Google TV Account;https://play-lh.googleusercontent.com/a/AEdFTp5dqePCT9Zo1bks_bWTo6ACcGRvlcfKVRmuMbeo=mo;DOesn't work if have more than one person house. If you have a hosue where people have their own Netflix accounts casting doesn't work, as need to signout and sign back in on Chromecast with Google TV each time. You can't just cast like with a regular Chromecast. Why can't I just cast, why do I need to login?;1;105;8.2.0 build 3915;2021-05-06 13:22:05;;;doesnt work one person house hosue people netflix account casting doesnt work need signout sign back chromecast google tv time cant cast like regular chromecast cant cast need login;INTERFACE;NEGATIVE
862ea2c1-280b-4c22-99a4-ccf5bfaad27a;Kevin Andrews;https://play-lh.googleusercontent.com/a/AEdFTp4BzLv67LKle7LCq6Ai4-K1jPQJd4_WtffBESTH=mo;Nice app but needs support for more Android TVs. Sadly the content available at present is a bit stale, needs updating and less of what's already available on other apps and TV, too many BBC and ITV programs. There are other apps for that.;2;30;;2021-03-26 23:01:17;;;nice app need support android tv sadly content available present bit stale need updating le whats already available apps tv many bbc itv program apps;INTERFACE;NEUTRAL
91a0242e-d8c3-474f-82b2-b756742a64fd;Vladimír Vičík;https://play-lh.googleusercontent.com/a/AEdFTp4msDWQ4IY_cca8TSxxnJVNsxuzB7UM51UIibO4=mo;The app doesnt support match frame rate to display, so in some content it produces very unpleasan image stutter (for example: Formula 1: Drive to Survive) on Nvidia shield pro (2019). Resulting in very unpleasant viewing experience. Even Kodi can handle it!!! This can't be so hard to implement. I am really considering leving Netflix because of this.;1;84;8.1.2 build 3844;2021-03-17 18:45:20;;;app doesnt support match frame rate display content produce unpleasan image stutter example formula 1 drive survive nvidia shield pro 2019 resulting unpleasant viewing experience even kodi handle cant hard implement really considering leving netflix;INTERFACE;NEGATIVE
36da0b36-3f77-4fed-ac9b-10f02f541ce9;David Fussell;https://play-lh.googleusercontent.com/a-/AD5-WCmHgo3Y8zIh2KVEZ-L9Hrp7HutSiNQZQkMs9j9IfSA;Fix integration with Google TV (Chromecast guide/interface). Why this was disabled is beyond me, we should be moving forwards not backwards.;1;58;8.1.2 build 3844;2021-03-15 03:11:00;;;fix integration google tv chromecast guideinterface disabled beyond moving forward backwards;INTERFACE;NEGATIVE
0aa9a75b-f717-40e3-9531-b73327057630;George Loukidis;https://play-lh.googleusercontent.com/a-/AD5-WCnAEfY-7tiSaI-m7aePVjgWHn6K5niZF0YeLrkPeNk;Constant error - this application is not available for your device, even though it is available through the Play Store. No matter what I do, I cannot play Netflix content.;1;8;;2021-03-09 21:08:47;;;constant error application available device even though available play store matter cannot play netflix content;INTERFACE;NEGATIVE
44c17166-0ab6-4321-aadf-c4420203d316;Jaymit Patel;https://play-lh.googleusercontent.com/a-/AD5-WCnKWowzPgem0BaZHTejdGinLKMhr2efUUg_CZi3bQ;Persistent ui-800-3 (800-13) error. Reset network, tried different networks, reset the app, reset the TV, had engineers around. All other apps work except Netflix. Poor customer service;1;74;8.1.1 build 3813;2021-01-24 00:22:53;;;persistent ui8003 80013 error reset network tried different network reset app reset tv engineer around apps work except netflix poor customer service;INTERFACE;NEGATIVE
0e4d989d-0718-4322-a91c-c653f38cd95f;Tong Attasit;https://play-lh.googleusercontent.com/a-/AD5-WClIZwWorBYZcBfH3e9o6AXVVQPJbjTFXowYhtUulg;"The basic feature likes ""Rewind 10 seconds"" when press Back Arrow on remote control is broken for so long time. It's never been fixed after numerous app updates.";1;43;8.1.1 build 3813;2021-01-23 09:50:32;;;basic feature like rewind 10 second press back arrow remote control broken long time never fixed numerous app update;INTERFACE;NEGATIVE
